"","X.3","X.2","X.1","X","st_id","female","ethniccode","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","n_section","black_afram","hispanic_latinx","indigenous_am_indian","asian","pacific_islander","crs_year","crs_semq","white","major","stem_major","lettergrade"
"1922",1922,1922,1922,4672,"d8fe",1,1,1,1,0,1,0,0.7,NA,2.55,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Computer Science",1,"D-"
"1923",1923,1923,1923,4676,"566f",1,3,2,0,0,0,0,3.7,3.75,3.77,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Physics",1,"A-"
"1924",1924,1924,1924,4677,"77e8",0,3,2,1,0,0,0,4,3.29,3.35,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Physics",1,"A"
"1925",1925,1925,1925,4681,"775d",0,3,2,1,0,1,1,2.7,NA,2.42,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"B-"
"1926",1926,1926,1926,4683,"01a2",1,6,0,1,0,1,0,2.3,3,3.01,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Chemistry",1,"C+"
"1927",1927,1927,1927,4687,"9944",0,1,1,0,0,0,0,2,2.55,2.59,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Biological Sciences",1,"C"
"1928",1928,1928,1928,4694,"0095",1,3,2,0,1,1,0,3.3,3.65,3.45,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Economics",1,"B+"
"1929",1929,1929,1929,4695,"254f",1,3,2,0,0,0,0,3.3,3.24,3.31,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Economics",1,"B+"
"1930",1930,1930,1930,4697,"2ed5",1,3,2,1,0,0,1,1,1.32,1.38,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Mathematics",1,"D"
"1931",1931,1931,1931,4698,"7b52",1,3,2,0,0,0,0,4,3.63,3.65,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Finance",0,"A"
"1932",1932,1932,1932,4701,"c487",1,3,2,1,0,0,1,1.7,3.11,3.09,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Physics",1,"C-"
"1933",1933,1933,1933,4703,"02e5",1,3,2,0,0,0,0,3.3,3.63,3.6,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"B+"
"1934",1934,1934,1934,4706,"3793",0,3,2,0,0,1,0,3,NA,3.56,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Computer Science",1,"B"
"1935",1935,1935,1935,4707,"c8be",0,1,1,0,0,0,0,2.3,2.32,2.38,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Physics",1,"C+"
"1936",1936,1936,1936,4709,"830f",1,3,2,0,0,0,0,3.7,3.51,3.56,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"English",0,"A-"
"1937",1937,1937,1937,4716,"58fc",1,6,0,0,0,0,1,2.7,3.25,3.27,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Computer Science",1,"B-"
"1938",1938,1938,1938,4719,"3c97",1,6,0,0,0,0,0,2.7,3.2,3.22,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Biological Sciences",1,"B-"
"1939",1939,1939,1939,4720,"9ce5",1,3,2,1,0,1,0,3,NA,3,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Biological Sciences",1,"B"
"1940",1940,1940,1940,4724,"d5f5",1,6,0,1,0,0,0,2.3,3.01,3.06,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Finance",0,"C+"
"1941",1941,1941,1941,4727,"58d8",1,6,0,1,0,0,0,3,2.71,2.73,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Physics",1,"B"
"1942",1942,1942,1942,4728,"5653",0,3,2,0,1,1,0,2.7,NA,3.35,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"English",0,"B-"
"1943",1943,1943,1943,4731,"c73e",1,1,1,0,0,0,0,3.3,3.67,3.68,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Communication",0,"B+"
"1944",1944,1944,1944,4733,"5906",1,6,0,1,0,1,0,2.7,3.06,3.05,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Economics",1,"B-"
"1945",1945,1945,1945,4740,"b212",1,3,2,0,0,0,0,4,2.9,2.9,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Chemistry",1,"A"
"1946",1946,1946,1946,4742,"ffad",1,3,2,0,1,0,0,3.3,2.7,2.69,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Computer Science",1,"B+"
"1947",1947,1947,1947,4744,"b513",0,6,0,0,0,0,0,4,3.43,3.48,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Business Management",0,"A"
"1948",1948,1948,1948,4747,"3cc1",1,3,2,0,0,0,0,3.7,3.71,3.69,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Psychology",0,"A-"
"1949",1949,1949,1949,4751,"37a4",1,3,2,1,0,0,1,2,3.31,3.3,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Finance",0,"C"
"1950",1950,1950,1950,4754,"cc18",0,3,2,0,0,1,0,3.3,NA,3.5,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"B+"
"1951",1951,1951,1951,4761,"6d0a",1,6,0,0,0,1,0,2,3,3.02,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Political Science",0,"C"
"1952",1952,1952,1952,4764,"51a7",1,3,2,1,0,0,0,3.7,3.82,3.64,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Psychology",0,"A-"
"1953",1953,1953,1953,4765,"456b",1,3,2,1,0,0,0,2.7,2.96,3.04,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Chemistry",1,"B-"
"1954",1954,1954,1954,4766,"1b0b",1,3,2,1,0,0,1,4,3.96,3.96,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Communication",0,"A"
"1955",1955,1955,1955,4767,"26b0",1,3,2,1,0,1,1,2,2.55,2.55,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Communication",0,"C"
"1956",1956,1956,1956,4769,"45e8",1,3,2,1,0,0,0,2,3.33,3.37,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Communication",0,"C"
"1957",1957,1957,1957,4771,"1615",1,3,2,1,0,0,1,4,3.76,3.72,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Business Management",0,"A"
"1958",1958,1958,1958,4773,"6f7d",0,1,1,1,0,1,0,2.3,3.09,2.91,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Business Management",0,"C+"
"1959",1959,1959,1959,4774,"b523",0,1,1,1,0,0,1,4,3.4,3.44,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Business Management",0,"A"
"1960",1960,1960,1960,4775,"01b3",1,3,2,0,0,0,1,1.7,2.53,2.68,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Computer Science",1,"C-"
"1961",1961,1961,1961,4776,"8a26",0,6,0,0,0,1,0,3.3,NA,3.6,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Physics",1,"B+"
"1962",1962,1962,1962,4778,"b78f",1,3,2,0,0,0,0,2,2.66,2.64,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Finance",0,"C"
"1963",1963,1963,1963,4780,"fd3b",1,1,1,1,0,1,0,2,2.82,2.84,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Physics",1,"C"
"1964",1964,1964,1964,4782,"c3ed",1,6,0,0,0,0,0,3.7,3.84,3.85,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Political Science",0,"A-"
"1965",1965,1965,1965,4783,"4cbc",0,3,2,1,0,1,0,2,2.35,2.75,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Finance",0,"C"
"1966",1966,1966,1966,4786,"2564",0,3,2,1,0,0,1,3.3,3.41,3.43,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Political Science",0,"B+"
"1967",1967,1967,1967,4788,"2c9b",0,1,1,1,0,0,0,2.7,2.73,2.83,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Business Management",0,"B-"
"1968",1968,1968,1968,4790,"6d8f",1,6,0,0,0,0,0,4,3.03,3.04,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Chemistry",1,"A"
"1969",1969,1969,1969,4791,"b32e",1,6,0,0,0,0,0,3.3,3.33,3.3,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Finance",0,"B+"
"1970",1970,1970,1970,4793,"dad7",0,3,2,1,0,1,0,1,NA,3,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"English",0,"D"
"1971",1971,1971,1971,4795,"cf11",0,3,2,0,1,0,0,1,2.91,2.83,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Chemistry",1,"D"
"1972",1972,1972,1972,4799,"d655",1,NA,0,0,0,0,0,3,3.21,3.27,"BIO300",201610,637,NA,NA,NA,NA,NA,2016,"5",NA,"Finance",0,"B"
"1973",1973,1973,1973,4804,"a743",1,1,1,0,0,0,1,3.7,3.86,3.85,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Psychology",0,"A-"
"1974",1974,1974,1974,4806,"0b72",1,4,1,1,0,0,1,2,2.89,2.83,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Physics",1,"C"
"1975",1975,1975,1975,4809,"faea",0,3,2,0,0,1,0,2.7,2.31,2.33,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Computer Science",1,"B-"
"1976",1976,1976,1976,4811,"8d4b",1,6,0,0,0,0,0,4,3.5,3.51,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Finance",0,"A"
"1977",1977,1977,1977,4813,"6a0e",0,3,2,1,0,0,1,2.7,2.71,2.69,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Mathematics",1,"B-"
"1978",1978,1978,1978,4815,"82fe",0,3,2,1,0,0,0,1.3,2.66,2.68,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Physics",1,"D+"
"1979",1979,1979,1979,4817,"db94",0,3,2,0,0,0,0,3,3.55,3.55,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"B"
"1980",1980,1980,1980,4819,"484b",1,3,2,1,0,0,1,1.7,3.13,3.14,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Political Science",0,"C-"
"1981",1981,1981,1981,4821,"41cc",1,1,1,1,0,1,0,2.7,3.25,3.17,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Communication",0,"B-"
"1982",1982,1982,1982,4822,"bb54",0,6,0,0,0,0,0,4,3.97,3.97,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Chemistry",1,"A"
"1983",1983,1983,1983,4823,"67cd",1,3,2,0,0,0,0,2.7,3.48,3.52,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Physics",1,"B-"
"1984",1984,1984,1984,4825,"81ad",1,3,2,0,0,0,0,4,3.31,3.3,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Communication",0,"A"
"1985",1985,1985,1985,4828,"b384",0,3,2,0,0,0,0,1,2.71,2.58,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Physics",1,"D"
"1986",1986,1986,1986,4830,"4a6d",0,1,1,0,0,1,0,1.7,2.8,3,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Economics",1,"C-"
"1987",1987,1987,1987,4835,"a7f2",0,6,0,0,0,0,1,4,3.09,3.21,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Finance",0,"A"
"1988",1988,1988,1988,4836,"b236",1,1,1,1,0,0,0,3.7,3.25,3.27,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Psychology",0,"A-"
"1989",1989,1989,1989,4838,"0dff",1,6,0,0,0,0,0,2.3,3.07,3.1,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Chemistry",1,"C+"
"1990",1990,1990,1990,4839,"3883",1,3,2,1,0,0,1,2.7,3.06,3.08,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"B-"
"1991",1991,1991,1991,4841,"a41a",0,6,0,0,0,0,0,4,3.62,3.62,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Mathematics",1,"A"
"1992",1992,1992,1992,4846,"71b8",0,3,2,0,1,0,0,3,3.5,3.54,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Biological Sciences",1,"B"
"1993",1993,1993,1993,4847,"0b15",1,3,2,0,1,0,0,3.7,2.89,2.95,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Computer Science",1,"A-"
"1994",1994,1994,1994,4849,"ad6b",1,1,1,1,1,0,1,2.7,3.3,3.27,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Economics",1,"B-"
"1995",1995,1995,1995,4852,"fc35",1,6,0,1,0,1,0,2.3,3.29,3.36,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Computer Science",1,"C+"
"1996",1996,1996,1996,4854,"b682",0,3,2,1,0,1,1,0,3.02,2.76,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Biological Sciences",1,"F"
"1997",1997,1997,1997,4856,"0f05",0,3,2,1,0,1,1,2.3,NA,3.82,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Biological Sciences",1,"C+"
"1998",1998,1998,1998,4857,"3cd5",1,3,2,1,0,0,1,2.3,2.69,2.58,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Biological Sciences",1,"C+"
"1999",1999,1999,1999,4859,"9f53",1,6,0,0,0,0,0,3.3,3.56,3.57,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Business Management",0,"B+"
"2000",2000,2000,2000,4861,"643d",1,3,2,1,0,0,1,2,3,2.97,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Mathematics",1,"C"
"2001",2001,2001,2001,4862,"9e6c",1,1,1,0,0,1,1,3.3,3.35,3.36,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Psychology",0,"B+"
"2002",2002,2002,2002,4866,"0fdf",1,1,1,0,0,0,0,3,3.26,3.19,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"English",0,"B"
"2003",2003,2003,2003,4869,"4a89",1,6,0,0,0,0,0,3.3,3.79,3.77,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Chemistry",1,"B+"
"2004",2004,2004,2004,4870,"f86f",1,6,0,1,0,1,0,1.3,2.01,2.37,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"English",0,"D+"
"2005",2005,2005,2005,4873,"ed33",1,1,1,1,0,0,1,1.7,2.93,2.98,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Finance",0,"C-"
"2006",2006,2006,2006,4874,"7b82",1,3,2,0,0,1,0,3.3,3.42,3.46,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"B+"
"2007",2007,2007,2007,4875,"af12",1,3,2,0,1,1,0,3,NA,3.47,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Communication",0,"B"
"2008",2008,2008,2008,4876,"d9cc",1,3,2,1,0,1,0,3,2.98,3.07,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"English",0,"B"
"2009",2009,2009,2009,4877,"00d9",0,6,0,0,0,0,0,3.7,3.48,3.52,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Business Management",0,"A-"
"2010",2010,2010,2010,4879,"2dd1",0,6,0,0,0,0,0,4,3.46,3.45,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Mathematics",1,"A"
"2011",2011,2011,2011,4882,"5391",1,3,2,0,0,0,0,2.7,2.74,2.71,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"English",0,"B-"
"2012",2012,2012,2012,4883,"0d27",1,1,1,0,0,0,0,2,2.59,2.54,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Political Science",0,"C"
"2013",2013,2013,2013,4885,"0e90",1,3,2,1,0,0,1,3,3.69,3.62,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Computer Science",1,"B"
"2014",2014,2014,2014,4887,"c505",1,6,0,0,0,0,0,4,3.19,3.37,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Political Science",0,"A"
"2015",2015,2015,2015,4888,"639e",1,3,2,0,0,0,0,3.3,3.15,3.19,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Physics",1,"B+"
"2016",2016,2016,2016,4892,"35bf",0,3,2,1,0,1,0,4,NA,4,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Computer Science",1,"A"
"2017",2017,2017,2017,4894,"e6cb",0,3,2,1,1,1,1,3.3,2.85,3.02,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Computer Science",1,"B+"
"2018",2018,2018,2018,4896,"3a60",0,3,2,0,0,0,1,3.3,3.89,3.91,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Communication",0,"B+"
"2019",2019,2019,2019,4899,"69a4",1,1,1,1,0,1,1,1.7,2.38,2.58,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Psychology",0,"C-"
"2020",2020,2020,2020,4901,"fca7",1,6,0,0,0,0,0,3,2.88,2.97,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Finance",0,"B"
"2021",2021,2021,2021,4902,"546b",0,6,0,0,0,0,0,2,2.27,2.43,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Political Science",0,"C"
"2022",2022,2022,2022,4905,"0344",1,3,2,1,0,0,1,2.3,3.07,3.11,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Economics",1,"C+"
"2023",2023,2023,2023,4906,"fba6",1,1,1,1,0,0,1,3.3,3.03,3.02,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Communication",0,"B+"
"2024",2024,2024,2024,4907,"32ad",1,1,1,1,0,0,1,2.7,2.92,3.03,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Chemistry",1,"B-"
"2025",2025,2025,2025,4911,"783c",0,6,0,0,0,1,0,3,3.3,3.29,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"English",0,"B"
"2026",2026,2026,2026,4914,"ddf2",0,3,2,0,1,0,0,3.3,3.8,3.82,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Mathematics",1,"B+"
"2027",2027,2027,2027,4915,"f831",1,6,0,0,0,0,0,4,3.93,3.94,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Psychology",0,"A"
"2028",2028,2028,2028,4917,"89de",1,6,0,0,0,0,0,3.7,3.79,3.8,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Chemistry",1,"A-"
"2029",2029,2029,2029,4922,"01ad",1,1,1,0,0,1,0,3.3,NA,3.18,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Communication",0,"B+"
"2030",2030,2030,2030,4925,"35c9",1,3,2,0,0,0,0,4,3.84,3.78,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Physics",1,"A"
"2031",2031,2031,2031,4926,"2b83",0,3,2,1,0,0,1,4,3.69,3.65,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"English",0,"A"
"2032",2032,2032,2032,4929,"b7ec",1,6,0,0,0,0,0,1.7,2.73,2.7,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Economics",1,"C-"
"2033",2033,2033,2033,4930,"c00a",0,6,0,0,1,0,0,3,3.42,3.43,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"English",0,"B"
"2034",2034,2034,2034,4931,"5cfa",1,6,0,0,0,0,0,3,3.8,3.82,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"English",0,"B"
"2035",2035,2035,2035,4935,"7baf",0,6,0,1,0,1,0,3,3.63,3.52,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"English",0,"B"
"2036",2036,2036,2036,4936,"3604",1,1,1,1,0,1,0,0,NA,3.68,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Business Management",0,"F"
"2037",2037,2037,2037,4937,"5614",1,6,0,0,0,1,0,4,NA,4,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Economics",1,"A"
"2038",2038,2038,2038,4940,"891c",1,1,1,0,0,0,1,2.3,3.28,3.23,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Physics",1,"C+"
"2039",2039,2039,2039,4943,"a83b",0,1,1,0,0,0,0,2.7,3.16,3.2,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Business Management",0,"B-"
"2040",2040,2040,2040,4945,"75b3",0,3,2,0,0,1,0,2.3,3.44,3.38,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Biological Sciences",1,"C+"
"2041",2041,2041,2041,4948,"5d5e",1,3,2,0,0,0,0,2.7,2.35,2.41,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Political Science",0,"B-"
"2042",2042,2042,2042,4949,"3257",1,3,2,0,0,1,0,0,3.48,3.4,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"English",0,"F"
"2043",2043,2043,2043,4953,"e642",1,6,0,0,0,0,0,0.7,2.39,2.33,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Chemistry",1,"D-"
"2044",2044,2044,2044,4954,"4ddf",1,3,2,0,0,0,0,2.7,3.05,3.04,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Physics",1,"B-"
"2045",2045,2045,2045,4957,"cbfa",1,1,1,1,0,0,1,1.7,3.26,3.16,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"English",0,"C-"
"2046",2046,2046,2046,4959,"d89c",0,6,0,0,0,0,0,1.7,2.95,2.97,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Biological Sciences",1,"C-"
"2047",2047,2047,2047,4962,"e17b",0,6,0,0,0,0,0,3,3.09,3.12,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Mathematics",1,"B"
"2048",2048,2048,2048,4963,"558d",1,6,0,0,0,0,0,2,3.37,3.4,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Biological Sciences",1,"C"
"2049",2049,2049,2049,4964,"9774",1,6,0,0,0,1,0,4,3.24,3.26,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"English",0,"A"
"2050",2050,2050,2050,4966,"a17e",1,1,1,1,0,0,0,3.3,3.38,3.39,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"English",0,"B+"
"2051",2051,2051,2051,4967,"4e82",0,6,0,0,0,0,0,3.3,3.31,3.33,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Biological Sciences",1,"B+"
"2052",2052,2052,2052,4968,"4808",1,3,2,1,1,0,1,2,2.75,2.69,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Mathematics",1,"C"
"2053",2053,2053,2053,4970,"5f4b",1,1,1,0,0,0,0,3,3.69,3.7,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Chemistry",1,"B"
"2054",2054,2054,2054,4971,"d7aa",0,3,2,0,1,0,0,1,3.02,3,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Mathematics",1,"D"
"2055",2055,2055,2055,4974,"afbf",0,3,2,0,0,0,0,3.7,3.04,3.06,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Communication",0,"A-"
"2056",2056,2056,2056,4976,"e4fa",0,6,0,1,0,1,0,3.7,NA,4,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Computer Science",1,"A-"
"2057",2057,2057,2057,4978,"e30b",0,3,2,0,0,0,0,3.3,2.16,2.23,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Communication",0,"B+"
"2058",2058,2058,2058,4980,"5bdb",1,3,2,1,0,1,1,0,NA,2.35,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Mathematics",1,"F"
"2059",2059,2059,2059,4981,"fc6a",0,1,1,1,0,0,1,2,2.8,2.81,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Political Science",0,"C"
"2060",2060,2060,2060,4983,"c0e4",1,2,1,0,0,1,0,2.7,2.76,2.8,"BIO300",201801,710,0,0,1,0,0,2018,"1",0,"Political Science",0,"B-"
"2061",2061,2061,2061,4985,"fb0b",1,3,2,0,0,0,0,1,2.96,2.96,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Communication",0,"D"
"2062",2062,2062,2062,4992,"c560",1,3,2,0,0,1,0,2.7,2.7,2.34,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Computer Science",1,"B-"
"2063",2063,2063,2063,4993,"961d",1,1,1,1,0,0,0,2,3,2.98,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Communication",0,"C"
"2064",2064,2064,2064,4995,"641b",1,3,2,0,0,0,0,2.3,2.51,2.46,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Physics",1,"C+"
"2065",2065,2065,2065,4996,"1bcc",1,3,2,0,0,1,0,4,3.29,3.36,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Political Science",0,"A"
"2066",2066,2066,2066,4998,"cf0c",1,6,0,0,0,1,0,3,3.53,3.5,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Economics",1,"B"
"2067",2067,2067,2067,4999,"1a69",1,3,2,0,0,1,1,2.3,NA,3.02,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Business Management",0,"C+"
"2068",2068,2068,2068,5002,"654d",0,6,0,0,0,1,0,3.3,3.05,3.08,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Biological Sciences",1,"B+"
"2069",2069,2069,2069,5005,"5901",1,6,0,0,0,1,0,4,3.91,3.88,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Chemistry",1,"A"
"2070",2070,2070,2070,5006,"b1c6",0,3,2,1,0,0,0,3,3.12,3.12,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"English",0,"B"
"2071",2071,2071,2071,5007,"7637",1,6,0,0,0,0,0,3.3,3.18,3.16,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Business Management",0,"B+"
"2072",2072,2072,2072,5008,"fa62",1,3,2,0,0,0,1,3.3,3.13,3.16,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"B+"
"2073",2073,2073,2073,5009,"ddeb",1,6,0,1,0,0,0,2.3,2.38,2.45,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Psychology",0,"C+"
"2074",2074,2074,2074,5011,"99b1",1,1,1,1,0,0,1,2.3,2.61,2.64,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Economics",1,"C+"
"2075",2075,2075,2075,5021,"3660",1,1,1,1,1,1,1,2.7,NA,3.01,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Communication",0,"B-"
"2076",2076,2076,2076,5024,"0809",1,1,1,1,0,0,0,3,3.78,3.78,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"English",0,"B"
"2077",2077,2077,2077,5025,"bab8",1,1,1,1,0,0,1,2,2.11,2.13,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Physics",1,"C"
"2078",2078,2078,2078,5028,"dc37",1,4,1,0,0,0,0,2,2.82,2.88,"BIO300",201610,637,1,0,0,0,0,2016,"5",0,"Physics",1,"C"
"2079",2079,2079,2079,5038,"473b",1,4,1,0,0,0,0,2.3,2.65,2.66,"BIO300",201710,693,1,0,0,0,0,2017,"5",0,"Computer Science",1,"C+"
